# You can find the dataset in the paper titled "NSGAN: A Non-dominated Sorting Optimization-based Generative Adversarial Design Framework for Alloy Discovery." And for your convenience in reviewing, we have pasted the entire contents of the dataset below.
 \,Processing,Ag,Al,B,Be,Bi,Cd,Co,Cr,Cu,Er,Eu,Fe,Ga,Li,Mg,Mn,Ni,Pb,Sc,Si,Sn,Ti,V,Zn,Zr,Elongation (%),Tensile Strength (MPa),Yield Strength (MPa),class
603,Solutionised + Naturally aged,0,0.9795,0,0,0,0,0,0.002,0.0025,0,0,0,0,0,0.01,0,0,0,0,0.006,0,0,0,0,0,22,241.316495,144.789897,6
604,Solutionised + Naturally aged,0,0.9792,0,0,0,0,0,0.002,0.0028,0,0,0,0,0,0.01,0,0,0,0,0.006,0,0,0,0,0,22,240,145,6
605,Solutionised + Naturally aged,0,0.978,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0.01,0,0,0,0,0,20,289.579794,186.158439,6
606,Solutionised + Naturally aged,0,0.973021673,0,0,0,0,0,0.00195205,0.002752891,0,0,0.003503679,0,0,0.010010511,0.000750788,0,0,0,0.006006307,0,0.000750788,0,0.001251314,0,20.35,209,119,6
607,Solutionised + Naturally aged,0,0.958,0,0,0,0,0,0,0.009,0,0,0,0,0,0.011,0.009,0,0,0,0.013,0,0,0,0,0,18,358.527364,206.84271,6
608,Solutionised + Naturally aged,0,0.957,0,0,0,0,0,0,0.01,0,0,0,0,0,0.011,0.008,0,0,0,0.014,0,0,0,0,0,,360,205,6
609,Solutionised + Naturally aged,0,0.95,0,0,0,0,0,0,0.04,0,0,0,0,0,0.005,0.005,0,0,0,0,0,0,0,0,0,22,427.474934,275.79028,6
610,Solutionised + Naturally aged,0,0.942,0,0,0,0,0,0,0.04,0,0,0,0,0,0.006,0.007,0,0,0,0.005,0,0,0,0,0,,425,275,6
611,Solutionised + Naturally aged,0,0.935967984,0,0,0,0,0,0.00050025,0.04002001,0,0,0.003501751,0,0,0.006003002,0.007003502,0,0,0,0.005002501,0,0.000750375,0,0.001250625,0,12.95,400,232.5,6
612,Solutionised + Naturally aged,0,0.935,0,0,0,0,0,0,0.044,0,0,0,0,0,0.005,0.008,0,0,0,0.008,0,0,0,0,0,,425,290,6
613,Solutionised + Naturally aged,0,0.934,0,0,0,0,0,0,0.044,0,0,0,0,0,0.005,0.008,0,0,0,0.009,0,0,0,0,0,20,427.474934,289.579794,6
614,Solutionised + Naturally aged,0,0.973021673,0,0,0,0,0,0.00195205,0.002752891,0,0,0.003503679,0,0,0.010010511,0.000750788,0,0,0,0.006006307,0,0.000750788,0,0.001251314,0,20.35,209,119,6
615,Solutionised + Naturally aged,0,0.973021673,0,0,0,0,0,0.00195205,0.002752891,0,0,0.003503679,0,0,0.010010511,0.000750788,0,0,0,0.006006307,0,0.000750788,0,0.001251314,0,20.35,209,119,6
616,Artificial aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,12,186.158439,144.789897,7
617,Artificial aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,12,186.158439,144.789897,7
618,Artificial aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,12,185,145,7
619,Artificial aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,12,185,145,7
620,Artificial aged,0,0.984992496,0,0,0,0,0,0.00050025,0.00050025,0,0,0.001750875,0,0,0.006753377,0.00050025,0,0,0,0.004002001,0,0.00050025,0,0.00050025,0,9.75,162.5,119,7
621,Artificial aged,0,0.983237428,0,0,0,0,0,0.000500375,0.000500375,0,0,0.001751313,0,0,0.005003753,0.000500375,0,0,0,0.007505629,0,0.000500375,0,0.000500375,0,12.2,281.5,260,7
622,Artificial aged,0,0.978734051,0,0,0,0,0,0.001501126,0.001501126,0,0,0.001751313,0,0,0.005504128,0.002501876,0,0,0,0.007005254,0,0.000500375,0,0.001000751,0,9.75,276,216.5,7
623,Artificial aged,0,0.976488244,0,0,0,0,0,0.00050025,0.0010005,0,0,0.002501251,0,0,0.004252126,0.0010005,0,0,0,0.012506253,0,0.000750375,0,0.0010005,0,13.2,221,185,7
624,Artificial aged,0,0.931558935,0,0,0,0,0,0.002251351,0.0010006,0,0,0.002001201,0,0,0.012007204,0.002751651,0,0,0,0.001751051,0,0.00025015,0,0.045027016,0.001400841,14.05,375,315,7
625,Artificial aged,0,0.7995,0,0,0,0,0,0,0.0025,0,0,0.0025,0,0,0.0095,0.003,0,0,0,0.18,0,0.002,0,0.001,0,1,139,125,7
626,Artificial aged,0,0.795,0,0,0,0,0,0,0.0025,0,0,0.006,0,0,0.0105,0.003,0,0,0,0.18,0,0.002,0,0.001,0,1,167,153,7
627,Artificial aged,0,0.789,0,0,0,0,0,0,0.0025,0,0,0.012,0,0,0.0105,0.003,0,0,0,0.18,0,0.002,0,0.001,0,1,264,229,7
628,Artificial aged,0,0.758,0,0,0,0,0,0,0.0025,0,0,0.0025,0,0,0.011,0.003,0,0,0,0.22,0,0.002,0,0.001,0,0.5,139,139,7
629,Artificial aged,0,0.7545,0,0,0,0,0,0,0.0025,0,0,0.006,0,0,0.011,0.003,0,0,0,0.22,0,0.002,0,0.001,0,0.5,160,160,7
630,Artificial aged,0,0.7495,0,0,0,0,0,0,0.0025,0,0,0.011,0,0,0.011,0.003,0,0,0,0.22,0,0.002,0,0.001,0,0.5,236,236,7
631,Artificial aged,0,0.98075,0,0,0,0,0,0.001,0.001,0,0,0.0035,0,0,0.00675,0.001,0,0,0,0.004,0,0.001,0,0.001,0,12,220,,7
632,Artificial aged,0,0.92495,0,0,0,0,0,0.0013,0.001,0,0,0.004,0,0,0.014,0.0045,0,0,0,0.0035,0,0.00035,0,0.045,0.0014,15,395,,7
633,Solutionised  + Artificially peak aged,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.005,0,0,0,0,0,15,220.632224,193.053196,2
634,Solutionised  + Artificially peak aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,12,241.316495,213.737467,2
635,Solutionised  + Artificially peak aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,12,240,215,2
636,Solutionised  + Artificially peak aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,12,240,215,2
637,Solutionised  + Artificially peak aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,12,241.316495,234.421738,2
638,Solutionised  + Artificially peak aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0.005,0,0,0,0,0,15,220,195,2
639,Solutionised  + Artificially peak aged,0,0.9885,0,0,0,0,0,0,0.0025,0,0,0,0,0,0.006,0,0,0,0,0.003,0,0,0,0,0,13,268.895523,227.526981,2
640,Solutionised  + Artificially peak aged,0,0.986993497,0,0,0,0,0,0,0.0010005,0,0,0.000750375,0,0,0.006753377,0.000250125,0,0,0,0.004002001,0,0,0,0.000250125,0,12.2,200.5,173.5,2
641,Solutionised  + Artificially peak aged,0,0.986232791,0,0,0,0,0,0.000250313,0.000500626,0,0,0.002002503,0,0,0.004755945,0.000500626,0,0,0,0.004505632,0,0.000500626,0,0.000750939,0,9.75,206,162.5,2
642,Solutionised  + Artificially peak aged,0,0.98581,0,0,0,0,0,0,0.00026,0,0,0.0018,0,0,0.0055,0.0007,5.00E-05,0,0,0.0055,0,0.00018,0,0.0002,0,12.1,289.9,269.2,2
643,Solutionised  + Artificially peak aged,0,0.98581,0,0,0,0,0,0,0.00026,0,0,0.0018,0,0,0.0055,0.0007,5.00E-05,0,0,0.0055,0,0.00018,0,0.0002,0,13.3,252.3,229.5,2
644,Solutionised  + Artificially peak aged,0,0.98581,0,0,0,0,0,0,0.00026,0,0,0.0018,0,0,0.0055,0.0007,5.00E-05,0,0,0.0055,0,0.00018,0,0.0002,0,13.9,290.4,267.5,2
645,Solutionised  + Artificially peak aged,0,0.98581,0,0,0,0,0,0,0.00026,0,0,0.0018,0,0,0.0055,0.0007,5.00E-05,0,0,0.0055,0,0.00018,0,0.0002,0,14.1,281.6,271.3,2
646,Solutionised  + Artificially peak aged,0,0.98581,0,0,0,0,0,0,0.00026,0,0,0.0018,0,0,0.0055,0.0007,5.00E-05,0,0,0.0055,0,0.00018,0,0.0002,0,16.1,275.6,257,2
647,Solutionised  + Artificially peak aged,0,0.98581,0,0,0,0,0,0,0.00026,0,0,0.0018,0,0,0.0055,0.0007,5.00E-05,0,0,0.0055,0,0.00018,0,0.0002,0,25.1,202.3,128.5,2
648,Solutionised  + Artificially peak aged,0,0.984992496,0,0,0,0,0,0.00050025,0.00050025,0,0,0.001750875,0,0,0.006753377,0.00050025,0,0,0,0.004002001,0,0.00050025,0,0.00050025,0,11,222,184,2
649,Solutionised  + Artificially peak aged,0,0.9845,0,0,0,0,0,0,0.0002,0,0,0.0025,0,0,0.0069,0.0045,0,0,0,0.001,0,0,0,0.0004,0,24.4,303,189,2
650,Solutionised  + Artificially peak aged,0,0.9831,0,0,0,0,0,0.0013,0,0,0,0.0019,0,0,0.0074,0.0003,0,0,0,0.006,0,0,0,0,0,7,250,230,2
651,Solutionised  + Artificially peak aged,0,0.9815,0,0,0,0,0,0.0025,0,0,0,0,0,0,0.006,0,0,0,0,0.01,0,0,0,0,0,17,330.948336,296.474551,2
652,Solutionised  + Artificially peak aged,0,0.9815,0,0,0,0,0,0,0.0025,0,0,0,0,0,0.01,0,0,0,0,0.006,0,0,0,0,0,2,232,,2
653,Solutionised  + Artificially peak aged,0,0.981,0,0,0,0,0,0,0.003,0,0,0,0,0,0.01,0,0,0,0,0.006,0,0,0,0,0,12,310,,2
654,Solutionised  + Artificially peak aged,0,0.98075,0,0,0,0,0,0.001,0.001,0,0,0.0035,0,0,0.00675,0.001,0,0,0,0.004,0,0.001,0,0.001,0,12,240,,2
655,Solutionised  + Artificially peak aged,0,0.9797,0,0,0,0,0,0,0,0,0,0.002,0,0,0.0056,0.0047,0,0,0,0.008,0,0,0,0,0,9,310,280,2
656,Solutionised  + Artificially peak aged,0,0.9795,0,0,0,0,0,0.002,0.0025,0,0,0,0,0,0.01,0,0,0,0,0.006,0,0,0,0,0,12,310.264065,275.79028,2
657,Solutionised  + Artificially peak aged,0,0.9793,0,0,0,0,0,0.002,0.0027,0,0,0,0,0,0.01,0,0,0,0,0.006,0,0,0,0,0,17.5,325.3,298,2
658,Solutionised  + Artificially peak aged,0,0.9793,0,0,0,0,0,0.002,0.0027,0,0,0,0,0,0.01,0,0,0,0,0.006,0,0,0,0,0,17.5,325.3,298,2
659,Solutionised  + Artificially peak aged,0,0.9792,0,0,0,0,0,0.002,0.0028,0,0,0,0,0,0.01,0,0,0,0,0.006,0,0,0,0,0,12,310,275,2
660,Solutionised  + Artificially peak aged,0,0.97877,0,0,0,0,0,0.0005,0.0024,0,0,0.002,0.0001,0,0.0093,0.0001,0,0,0,0.0066,0,0.00013,0.0001,0,0,16.6,365,322,2
661,Solutionised  + Artificially peak aged,0,0.978734051,0,0,0,0,0,0.001501126,0.001501126,0,0,0.001751313,0,0,0.005504128,0.002501876,0,0,0,0.007005254,0,0.000500375,0,0.001000751,0,9.75,292.5,243.5,2
662,Solutionised  + Artificially peak aged,0,0.978,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0.01,0,0,0,0,0,13,337.843093,296.474551,2
663,Solutionised  + Artificially peak aged,0,0.978,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0.01,0,0,0,0,0,14,310,285,2
664,Solutionised  + Artificially peak aged,0,0.9775,0,0,0,0,0,0.0025,0,0,0,0,0,0,0.013,0,0,0,0,0.007,0,0,0,0,0,13,255.106009,220.632224,2
665,Solutionised  + Artificially peak aged,0,0.976488244,0,0,0,0,0,0.00050025,0.0010005,0,0,0.002501251,0,0,0.004252126,0.0010005,0,0,0,0.012506253,0,0.000750375,0,0.0010005,0,12.2,265.5,211,2
666,Solutionised  + Artificially peak aged,0,0.9764,0,0,0,0,0,0,0,0,0,0.002,0,0,0.0064,0.0052,0,0,0,0.01,0,0,0,0,0,10,385,370,2
667,Solutionised  + Artificially peak aged,0,0.9763,0,0,0,0,0,0,0.0022,0,0,0.0035,0,0,0.011,0.0012,0,0,0,0.0058,0,0,0,0,0,26,283,235,2
668,Solutionised  + Artificially peak aged,0,0.9763,0,0,0,0,0,0,0.0022,0,0,0.0035,0,0,0.011,0.0012,0,0,0,0.0058,0,0,0,0,0,26,283,235,2
669,Solutionised  + Artificially peak aged,0,0.9754,0,0,0,0,0,0.0016,0.0031,0,0,0.0025,0,0,0.0099,0.0008,0,0,0,0.0066,0,0,0,0.0001,0,,300,,2
670,Solutionised  + Artificially peak aged,0,0.97458,0,0,0,0,0,0,0.00022,0,0,0.0016,0,0,0.0076,0.0056,4.00E-05,0,0,0.01,0,0.00023,0,0.00013,0,13,298.3,282,2
671,Solutionised  + Artificially peak aged,0,0.97458,0,0,0,0,0,0,0.00022,0,0,0.0016,0,0,0.0076,0.0056,4.00E-05,0,0,0.01,0,0.00023,0,0.00013,0,14.8,330.5,309.6,2
672,Solutionised  + Artificially peak aged,0,0.97458,0,0,0,0,0,0,0.00022,0,0,0.0016,0,0,0.0076,0.0056,4.00E-05,0,0,0.01,0,0.00023,0,0.00013,0,15.4,333.7,314.9,2
673,Solutionised  + Artificially peak aged,0,0.97458,0,0,0,0,0,0,0.00022,0,0,0.0016,0,0,0.0076,0.0056,4.00E-05,0,0,0.01,0,0.00023,0,0.00013,0,15.9,338.1,299.9,2
674,Solutionised  + Artificially peak aged,0,0.97458,0,0,0,0,0,0,0.00022,0,0,0.0016,0,0,0.0076,0.0056,4.00E-05,0,0,0.01,0,0.00023,0,0.00013,0,16.8,306,276.7,2
675,Solutionised  + Artificially peak aged,0,0.97458,0,0,0,0,0,0,0.00022,0,0,0.0016,0,0,0.0076,0.0056,4.00E-05,0,0,0.01,0,0.00023,0,0.00013,0,29.2,246.2,165,2
676,Solutionised  + Artificially peak aged,0,0.973021673,0,0,0,0,0,0.00195205,0.002752891,0,0,0.003503679,0,0,0.010010511,0.000750788,0,0,0,0.006006307,0,0.000750788,0,0.001251314,0,12.2,314,260,2
677,Solutionised  + Artificially peak aged,0,0.97298,0,0,0,0,0,0,1.00E-05,0,0,0.001,0,0,0.0121,0.001,0,0,0,0.0129,0,0,0,1.00E-05,0,12.3,302,231,2
678,Solutionised  + Artificially peak aged,0,0.972486243,0,0,0,0,0,0.002501251,0.001750875,0,0,0.005002501,0,0,0.006253127,0.0010005,0,0,0,0.009004502,0,0.000750375,0,0.001250625,0,12.2,328,276,2
679,Solutionised  + Artificially peak aged,0,0.972472472,0,0,0,0,0,0.000500501,0.003753754,0,0,0.002502503,0,0,0.006006006,0.005005005,0,0,0,0.008008008,0,0.000500501,0,0.001251251,0,12.35,343,310.5,2
680,Solutionised  + Artificially peak aged,0,0.97102,0,0,0,0,0,0.00021,0.00321,0,0,0.00456,0,0,0.0091,0.00212,0,0,0,0.008,0,0,0,0.00178,0,24.6,205,85,2
681,Solutionised  + Artificially peak aged,0,0.97062,0,0,0,0,0,0.0035,0.0035,0,0,0.0016,0,0,0.0107,0.0015,7.00E-05,0,0,0.0078,0,0.00029,0,0.00042,0,14.4,348.8,329.35,2
682,Solutionised  + Artificially peak aged,0,0.97062,0,0,0,0,0,0.0035,0.0035,0,0,0.0016,0,0,0.0107,0.0015,7.00E-05,0,0,0.0078,0,0.00029,0,0.00042,0,14.8,349,331.26,2
683,Solutionised  + Artificially peak aged,0,0.97062,0,0,0,0,0,0.0035,0.0035,0,0,0.0016,0,0,0.0107,0.0015,7.00E-05,0,0,0.0078,0,0.00029,0,0.00042,0,15.2,353.9,326.5,2
684,Solutionised  + Artificially peak aged,0,0.97062,0,0,0,0,0,0.0035,0.0035,0,0,0.0016,0,0,0.0107,0.0015,7.00E-05,0,0,0.0078,0,0.00029,0,0.00042,0,19.7,320,274.2,2
685,Solutionised  + Artificially peak aged,0,0.97062,0,0,0,0,0,0.0035,0.0035,0,0,0.0016,0,0,0.0107,0.0015,7.00E-05,0,0,0.0078,0,0.00029,0,0.00042,0,29.7,295,206.7,2
686,Solutionised  + Artificially peak aged,0,0.97062,0,0,0,0,0,0.0035,0.0035,0,0,0.0016,0,0,0.0107,0.0015,7.00E-05,0,0,0.0078,0,0.00029,0,0.00042,0,33.5,270.5,163.2,2
687,Solutionised  + Artificially peak aged,0,0.9705,0,0,0,0,0.001,0,0,0,0,0,0,0.0285,0,0,0,0,0,0,0,0,0,0,0,3.5,385,290,2
688,Solutionised  + Artificially peak aged,0,0.9705,0,0,0,0,0.001,0,0,0,0,0,0,0.0285,0,0,0,0,0,0,0,0,0,0,0,3.5,385,290,2
689,Solutionised  + Artificially peak aged,0,0.9699,0,0,0,0,0,0,0,0,0,0.0007,0,0.0276,0,0,0,0,0,0.0004,0,0,0,0,0.0014,2,404,366,2
690,Solutionised  + Artificially peak aged,0,0.9699,0,0,0,0,0,0,0,0,0,0.0007,0,0.0276,0,0,0,0,0,0.0004,0,0,0,0,0.0014,2,404,366,2
691,Solutionised  + Artificially peak aged,0,0.9695,0,0,0,0,0,0,0.0025,0,0,0,0,0,0.008,0.007,0,0,0,0.013,0,0,0,0,0,12,393.001149,358.527364,2
692,Solutionised  + Artificially peak aged,0,0.968468468,0,0,0,0,0,0.000500501,0.003753754,0,0,0.002502503,0,0,0.008008008,0.005005005,0,0,0,0.01001001,0,0.000500501,0,0.001251251,0,11.5,382.5,362,2
693,Solutionised  + Artificially peak aged,0,0.968355,0,4.50E-05,0,0,0,0.0015,0.00275,0,0,0.007,0.0003,0,0.01,0.0015,0,0,0,0.006,0,0.0015,0.00105,0,0,16.5,365,322,2
694,Solutionised  + Artificially peak aged,0,0.968355,0,4.50E-05,0,0,0,0.0015,0.00275,0,0,0.007,0.0003,0,0.01,0.0015,0,0,0,0.006,0,0.0015,0.00105,0,0,16.5,365,322,2
695,Solutionised  + Artificially peak aged,0,0.96822617,0,0,0,0,0,0.001250938,0.000500375,0,0,0.002501876,0,0,0.009006755,0.007005254,0,0,0,0.010007506,0,0.000500375,0,0.001000751,0,9.75,319.5,260,2
696,Solutionised  + Artificially peak aged,0,0.9682,0,0,0,0,0,0,0.0028,0,0,0,0,0,0.008,0.007,0,0,0,0.014,0,0,0,0,0,10,380,350,2
697,Solutionised  + Artificially peak aged,0,0.96775,0,0,0,0,0,0.001,0.00375,0,0,0.005,0,0,0.006,0.005,0,0,0,0.008,0,0,0.001,0.0025,0,12,345,324,2
698,Solutionised  + Artificially peak aged,0,0.96775,0,0,0,0,0,0.001,0.00375,0,0,0.005,0,0,0.006,0.005,0,0,0,0.008,0,0,0.001,0.0025,0,13,338,296,2
699,Solutionised  + Artificially peak aged,0,0.96775,0,0,0,0,0,0.001,0.00375,0,0,0.005,0,0,0.006,0.005,0,0,0,0.008,0,0,0.001,0.0025,0,13,338,296,2
700,Solutionised  + Artificially peak aged,0,0.9675,0,0,0,0,0.004,0,0,0,0,0,0,0.0285,0,0,0,0,0,0,0,0,0,0,0,5,400,324,2
701,Solutionised  + Artificially peak aged,0,0.9675,0,0,0,0,0,0,0.008,0,0,0.003,0,0,0.01,0.0035,0,0,0,0.008,0,0,0,0,0,8,358,331,2
702,Solutionised  + Artificially peak aged,0,0.9675,0,0,0,0,0.004,0,0,0,0,0,0,0.0285,0,0,0,0,0,0,0,0,0,0,0,5,400,324,2
703,Solutionised  + Artificially peak aged,0,0.9668,0,0,0,0,0,0.00195,0.00275,0,0,0.007,0,0,0.01,0.0015,0,0,0,0.006,0,0.0015,0,0.0025,0,12,310,,2
704,Solutionised  + Artificially peak aged,0,0.9663,0,0,0,0,0,0,0.0097,0,0,0.0014,0,0,0.0098,0.0051,0,0,0,0.0077,0,0,0,0,0,8,405,360,2
705,Solutionised  + Artificially peak aged,0,0.9663,0,0,0,0,0,0,0.0097,0,0,0.0014,0,0,0.0098,0.0051,0,0,0,0.0077,0,0,0,0,0,9,412,365,2
706,Solutionised  + Artificially peak aged,0,0.9663,0,0,0,0,0,0,0.0097,0,0,0.0014,0,0,0.0098,0.0051,0,0,0,0.0077,0,0,0,0,0,9,420,375,2
707,Solutionised  + Artificially peak aged,0,0.9663,0,0,0,0,0,0,0.0097,0,0,0.0014,0,0,0.0098,0.0051,0,0,0,0.0077,0,0,0,0,0,10,391,351,2
708,Solutionised  + Artificially peak aged,0,0.9663,0,0,0,0,0,0,0.0097,0,0,0.0014,0,0,0.0098,0.0051,0,0,0,0.0077,0,0,0,0,0,10,415,357,2
709,Solutionised  + Artificially peak aged,0,0.9663,0,0,0,0,0,0,0.0097,0,0,0.0014,0,0,0.0098,0.0051,0,0,0,0.0077,0,0,0,0,0,12,411,362,2
710,Solutionised  + Artificially peak aged,0,0.96625,0,0,0,0,0,0.0025,0.00275,0,0,0.007,0,0,0.01,0.0015,0,0,0,0.006,0,0.0015,0,0.0025,0,14,365,276,2
711,Solutionised  + Artificially peak aged,0,0.96592,0,0,0,0,0,0.0022,0.0058,0,0,0.0028,0.0002,0,0.0132,0.0002,0,0,0,0.0079,0,0.00048,0.0013,0,0,11.7,408,373,2
712,Solutionised  + Artificially peak aged,0,0.96456,0,0,0,0,0,0.00215,0.0077,0,0,0.00205,0,0,0.01435,0,0,0,0,0.00895,0,0.00024,0,0,0,11.7,408,373,2
713,Solutionised  + Artificially peak aged,0,0.96456,0,0,0,0,0,0.00215,0.0077,0,0,0.00205,0,0,0.01435,0,0,0,0,0.00895,0,0.00024,0,0,0,11.7,408,373,2
714,Solutionised  + Artificially peak aged,0,0.963963964,0,0,0,0,0,0.000500501,0.002752753,0,0,0.002502503,0,0,0.008508509,0.007007007,0,0,0,0.013513514,0,0,0,0.001251251,0,7.32,357.5,336,2
715,Solutionised  + Artificially peak aged,0,0.96375,0,0,0,0,0,0.001,0.00375,0,0,0.005,0,0,0.008,0.005,0,0,0,0.01,0,0,0.001,0.0025,0,11,386,372,2
716,Solutionised  + Artificially peak aged,0,0.96375,0,0,0,0,0,0.001,0.00375,0,0,0.005,0,0,0.008,0.005,0,0,0,0.01,0,0,0.001,0.0025,0,12,379,352,2
717,Solutionised  + Artificially peak aged,0,0.96375,0,0,0,0,0,0.001,0.00375,0,0,0.005,0,0,0.008,0.005,0,0,0,0.01,0,0,0.001,0.0025,0,12,379,352,2
718,Solutionised  + Artificially peak aged,0,0.963722792,0,0,0,0,0,0.000500375,0.00850638,0,0,0.002501876,0,0,0.010007506,0.005003753,0,0,0,0.008006005,0,0.000500375,0,0.001250938,0,8.74,395.5,351,2
719,Solutionised  + Artificially peak aged,0,0.9635,0,0,0,0,0.008,0,0,0,0,0,0,0.0285,0,0,0,0,0,0,0,0,0,0,0,6,440,349,2
720,Solutionised  + Artificially peak aged,0,0.9635,0,0,0,0,0.008,0,0,0,0,0,0,0.0285,0,0,0,0,0,0,0,0,0,0,0,6,440,349,2
721,Solutionised  + Artificially peak aged,0,0.963169977,0,0,0.00548957,0,0,0.000898293,0.002744785,0,0,0.003493363,0,0,0.009981036,0.000748578,0,0.00548957,0,0.005988622,0,0.000748578,0,0.00124763,0,12.2,314,260,outlier
722,Solutionised  + Artificially peak aged,0,0.96275,0,0,0,0,0,0.0025,0.0035,0,0,0.01,0,0,0.00625,0.002,0,0,0,0.009,0,0.0015,0,0.0025,0,17,330,,2
723,Solutionised  + Artificially peak aged,0,0.9625,0,0,0,0,0,0.0025,0.001,0,0,0.005,0,0,0.009,0.007,0,0,0,0.01,0,0.001,0,0.002,0,6,310,260,2
724,Solutionised  + Artificially peak aged,0,0.95959596,0,0,0,0,0,0.000505051,0.002777778,0,0,0.002525253,0,0,0.011111111,0.008585859,0,0,0,0.013636364,0,0,0,0.001262626,0,9.75,373.5,325,2
725,Solutionised  + Artificially peak aged,0,0.959,0,0,0,0,0,0.001,0.0085,0,0,0.005,0,0,0.01,0.005,0,0,0,0.008,0,0.001,0,0.0025,0,8,369,359,2
726,Solutionised  + Artificially peak aged,0,0.959,0,0,0,0,0,0.001,0.0085,0,0,0.005,0,0,0.01,0.005,0,0,0,0.008,0,0.001,0,0.0025,0,8,369,359,2
727,Solutionised  + Artificially peak aged,0,0.958,0,0,0,0,0,0,0.009,0,0,0,0,0,0.011,0.009,0,0,0,0.013,0,0,0,0,0,12,393.001149,358.527364,2
728,Solutionised  + Artificially peak aged,0,0.957,0,0,0,0,0,0,0.01,0,0,0,0,0,0.011,0.008,0,0,0,0.014,0,0,0,0,0,,395,360,2
729,Solutionised  + Artificially peak aged,0,0.955,0,0,0,0,0,0,0.033,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,19.3,518,425,2
730,Solutionised  + Artificially peak aged,0,0.955,0,0,0,0,0,0,0.033,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,19.3,518,425,2
731,Solutionised  + Artificially peak aged,0,0.95269,0,0,0,0,0,0,0.0397,0,0,0.0001,0,0,0.006,0.0001,0,0,0,0.0014,0,0,0,1.00E-05,0,19.6,408,270,2
732,Solutionised  + Artificially peak aged,0,0.9445,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0.042,0.0015,12.2,383,317,2
733,Solutionised  + Artificially peak aged,0,0.943,0,0,0,0,0,0,0.044,0,0,0,0,0,0.005,0,0,0,0,0.008,0,0,0,0,0,0.5,323,,2
734,Solutionised  + Artificially peak aged,0,0.943,0,0,0,0,0,0,0.044,0,0,0,0,0,0.005,0,0,0,0,0.008,0,0,0,0,0,13,483,,2
735,Solutionised  + Artificially peak aged,0.006,0.9424,0,0,0,0,0,0.0001,0.0435,0,0,0.0002,0,0,0.0036,0.0034,0,0,0,0.0005,0,0.0001,0,0.0002,0,10.5,503,451,2
736,Solutionised  + Artificially peak aged,0,0.94,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0.008,0,0,0,0.008,0,0,0,0,0,,400,255,2
737,Solutionised  + Artificially peak aged,0,0.94,0,0,0,0,0,0,0.045,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,13,510,420,2
738,Solutionised  + Artificially peak aged,0,0.939,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0.008,0,0,0,0.008,0,0,0,0,0,19,399.895906,255.106009,2
739,Solutionised  + Artificially peak aged,0,0.93848541,0,0,0,0,0,0.000500526,0.019019971,0,0,0.002502628,0,0.026027329,0.008508934,0.000500526,0,0,0,0.001501577,0,0.000500526,0,0.001251314,0.001201261,7.25,550,472.5,2
740,Solutionised  + Artificially peak aged,0,0.9381,0,0,0,0,0,0.0001,0.0391,0,0,0.0029,0,0,0.0047,0.0055,0,0,0,0.0083,0,0.0007,0,0.0006,0,2.9,356,314,2
741,Solutionised  + Artificially peak aged,0,0.9381,0,0,0,0,0,0.0001,0.0391,0,0,0.0029,0,0,0.0047,0.0055,0,0,0,0.0083,0,0.0007,0,0.0006,0,3.6,283,219,2
742,Solutionised  + Artificially peak aged,0,0.9381,0,0,0,0,0,0.0001,0.0391,0,0,0.0029,0,0,0.0047,0.0055,0,0,0,0.0083,0,0.0007,0,0.0006,0,3.6,474,399,2
743,Solutionised  + Artificially peak aged,0,0.9381,0,0,0,0,0,0.0001,0.0391,0,0,0.0029,0,0,0.0047,0.0055,0,0,0,0.0083,0,0.0007,0,0.0006,0,6.3,454,393,2
